"rows";"cols";"tiles";"n_tiles"
"20";"14";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [7, 1], [9, 1], [10, 3], [6, 4], [7, 4], [8, 4], [7, 5], [10, 9]]";"20"
"25";"32";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [4, 1], [7, 1], [9, 1], [9, 1], [4, 2], [15, 2], [16, 2], [14, 3], [7, 4], [8, 5], [20, 9], [16, 12], [16, 13]]";"20"
"38";"12";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [7, 1], [9, 1], [11, 1], [12, 1], [13, 1], [13, 1], [12, 2], [5, 3], [9, 3], [13, 3], [22, 3], [10, 5], [18, 9]]";"20"
"10";"23";"[[1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [5, 1], [10, 1], [3, 2], [4, 2], [23, 2], [3, 3], [4, 3], [6, 3], [5, 4], [17, 4]]";"20"
"15";"35";"[[1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [8, 1], [14, 1], [21, 1], [25, 1], [4, 2], [8, 3], [9, 3], [14, 3], [5, 4], [25, 4], [5, 5], [22, 5], [13, 6]]";"20"
"34";"34";"[[1, 1], [4, 1], [7, 1], [8, 1], [8, 1], [20, 1], [21, 1], [34, 1], [33, 2], [6, 3], [8, 3], [9, 3], [18, 3], [20, 4], [33, 4], [33, 4], [5, 5], [15, 5], [28, 6], [28, 9]]";"20"
"31";"25";"[[1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [8, 1], [9, 1], [15, 1], [7, 2], [25, 2], [25, 5], [11, 9], [14, 9], [19, 15]]";"20"
"20";"28";"[[1, 1], [3, 1], [4, 1], [4, 1], [5, 1], [12, 1], [15, 1], [16, 1], [16, 1], [16, 1], [19, 1], [24, 1], [16, 2], [19, 2], [24, 3], [8, 4], [6, 5], [16, 5], [17, 5], [8, 7]]";"20"
"21";"23";"[[2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [12, 1], [14, 1], [16, 1], [2, 2], [5, 2], [5, 2], [8, 2], [8, 2], [14, 2], [5, 4], [7, 4], [9, 4], [23, 5], [14, 10]]";"20"
"15";"33";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [19, 1], [19, 1], [19, 1], [19, 2], [14, 4], [14, 4], [13, 5], [33, 6]]";"20"
"26";"30";"[[1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [4, 1], [8, 1], [9, 1], [16, 1], [21, 1], [10, 2], [10, 2], [21, 2], [6, 4], [21, 4], [6, 5], [8, 6], [8, 7], [21, 9], [20, 10]]";"20"
"17";"34";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [5, 1], [9, 1], [22, 1], [30, 1], [30, 1], [30, 2], [10, 3], [20, 3], [6, 4], [9, 4], [9, 6], [9, 6], [17, 9]]";"20"
"10";"35";"[[3, 1], [4, 1], [5, 1], [6, 1], [6, 1], [10, 1], [11, 1], [22, 1], [24, 1], [25, 1], [3, 2], [5, 2], [17, 2], [18, 2], [3, 3], [5, 3], [6, 3], [10, 4], [6, 5], [6, 6]]";"20"
"31";"15";"[[1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [8, 1], [9, 1], [12, 1], [15, 1], [15, 1], [15, 1], [15, 1], [11, 4], [14, 4], [14, 5], [14, 7], [10, 9]]";"20"
"25";"12";"[[2, 1], [2, 1], [3, 1], [4, 1], [6, 1], [6, 1], [9, 1], [9, 1], [9, 1], [11, 1], [12, 1], [16, 1], [2, 2], [5, 2], [9, 2], [4, 4], [5, 4], [8, 4], [9, 5], [11, 6]]";"20"
"20";"13";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [2, 2], [3, 2], [6, 3], [13, 3], [5, 4], [8, 5], [13, 8]]";"20"
"23";"21";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [7, 1], [9, 1], [11, 1], [3, 2], [10, 6], [7, 7], [16, 7], [16, 13]]";"20"
"10";"11";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [10, 1], [5, 2], [10, 2], [10, 4]]";"20"
"23";"21";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [6, 1], [6, 1], [7, 1], [16, 1], [16, 1], [16, 1], [16, 1], [16, 1], [5, 2], [5, 4], [16, 4], [16, 4], [12, 5], [16, 10]]";"20"
"14";"38";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [5, 1], [5, 1], [7, 1], [14, 1], [17, 1], [18, 1], [38, 1], [10, 2], [18, 3], [6, 4], [14, 4], [38, 7]]";"20"
"35";"16";"[[1, 1], [1, 1], [3, 1], [4, 1], [4, 1], [6, 1], [7, 1], [10, 1], [12, 1], [16, 1], [18, 1], [4, 2], [4, 2], [18, 2], [20, 2], [24, 2], [8, 4], [9, 5], [9, 9], [20, 9]]";"20"
"39";"40";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [5, 1], [6, 1], [6, 1], [12, 1], [19, 1], [20, 1], [16, 2], [39, 2], [24, 6], [36, 14], [30, 24]]";"20"
"22";"18";"[[1, 1], [1, 1], [3, 1], [3, 1], [4, 1], [6, 1], [7, 1], [7, 1], [7, 1], [10, 1], [16, 1], [4, 2], [6, 2], [6, 2], [7, 3], [6, 4], [7, 4], [9, 6], [10, 6], [16, 7]]";"20"
"10";"39";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [5, 1], [15, 1], [18, 1], [18, 1], [25, 1], [3, 2], [6, 2], [15, 2], [7, 3], [18, 3], [22, 3], [10, 4], [17, 4]]";"20"
"37";"24";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [17, 1], [2, 2], [2, 2], [6, 2], [21, 2], [4, 3], [5, 3], [4, 4], [5, 4], [15, 9], [24, 12], [24, 13]]";"20"
"35";"13";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [5, 1], [6, 1], [6, 1], [6, 1], [9, 1], [24, 1], [25, 1], [34, 1], [4, 2], [6, 2], [32, 4], [9, 6], [21, 6]]";"20"
"30";"19";"[[1, 1], [1, 1], [1, 1], [4, 1], [4, 1], [6, 1], [10, 1], [16, 1], [2, 2], [4, 2], [6, 2], [6, 2], [7, 2], [8, 2], [4, 3], [4, 3], [4, 3], [11, 3], [14, 14], [14, 14]]";"20"
"18";"35";"[[1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [7, 1], [8, 1], [9, 1], [15, 1], [16, 1], [31, 1], [31, 1], [4, 2], [10, 2], [12, 2], [7, 4], [22, 4], [9, 5], [10, 5], [20, 12]]";"20"
"38";"13";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [5, 1], [6, 1], [7, 1], [7, 1], [10, 2], [10, 3], [26, 6], [35, 7]]";"20"
"13";"14";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [3, 1], [3, 1], [4, 1], [6, 1], [10, 1], [10, 1], [4, 2], [10, 2], [3, 3], [5, 3], [6, 3], [10, 6]]";"20"
"14";"16";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [4, 1], [5, 1], [5, 1], [6, 1], [12, 1], [16, 1], [6, 2], [10, 4], [12, 8]]";"20"
"13";"38";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [6, 1], [6, 1], [7, 1], [30, 1], [36, 1], [37, 1], [37, 1], [38, 1], [15, 2], [19, 2], [11, 6], [25, 6]]";"20"
"28";"28";"[[1, 1], [1, 1], [1, 1], [6, 1], [7, 1], [10, 1], [10, 1], [13, 1], [16, 1], [27, 1], [3, 2], [10, 2], [27, 2], [7, 4], [12, 4], [14, 4], [6, 5], [13, 6], [14, 8], [20, 13]]";"20"
"40";"18";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [7, 1], [8, 1], [9, 1], [9, 1], [13, 1], [6, 2], [9, 2], [5, 4], [11, 6], [13, 6], [26, 9], [26, 9]]";"20"
"22";"16";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [6, 1], [6, 1], [9, 1], [4, 2], [6, 2], [6, 3], [6, 5], [16, 15]]";"20"
"36";"40";"[[1, 1], [1, 1], [3, 1], [4, 1], [5, 1], [5, 1], [5, 1], [5, 1], [5, 1], [6, 1], [7, 1], [9, 1], [10, 1], [10, 1], [10, 1], [16, 1], [5, 3], [33, 5], [24, 7], [33, 30]]";"20"
"37";"29";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [6, 1], [6, 1], [12, 1], [14, 1], [22, 1], [25, 1], [2, 2], [25, 2], [4, 3], [19, 3], [25, 3], [25, 4], [11, 8], [20, 11], [25, 15]]";"20"
"23";"34";"[[2, 1], [7, 1], [10, 1], [12, 1], [14, 1], [16, 1], [10, 2], [16, 2], [7, 4], [7, 4], [10, 4], [10, 5], [10, 5], [6, 6], [6, 6], [7, 6], [10, 6], [16, 6], [7, 7], [22, 7]]";"20"
"35";"37";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [6, 1], [7, 1], [12, 1], [2, 2], [9, 2], [10, 2], [15, 2], [37, 11], [37, 21]]";"20"
"20";"26";"[[3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [11, 1], [11, 1], [16, 1], [25, 1], [2, 2], [9, 2], [6, 3], [6, 3], [11, 3], [7, 4], [17, 4], [25, 4], [11, 5], [8, 6], [7, 7]]";"20"
"26";"12";"[[2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [8, 1], [8, 1], [10, 1], [10, 1], [10, 1], [13, 1], [2, 2], [4, 2], [7, 3], [9, 3], [16, 3], [16, 4], [8, 8]]";"20"
"15";"35";"[[1, 1], [1, 1], [2, 1], [2, 1], [6, 1], [7, 1], [9, 1], [10, 1], [11, 1], [24, 1], [31, 1], [4, 2], [6, 2], [9, 2], [13, 2], [7, 3], [24, 3], [10, 4], [25, 4], [31, 4]]";"20"
"10";"38";"[[1, 1], [1, 1], [3, 1], [4, 1], [6, 1], [6, 1], [7, 1], [8, 1], [22, 1], [25, 1], [31, 1], [4, 2], [10, 2], [17, 2], [21, 2], [21, 2], [22, 2], [4, 4], [6, 4], [9, 4]]";"20"
"40";"23";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [5, 1], [7, 1], [16, 1], [19, 1], [37, 1], [14, 2], [8, 6], [37, 6], [10, 8], [16, 8], [20, 16]]";"20"
"20";"34";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [7, 1], [8, 1], [14, 1], [19, 1], [33, 1], [33, 1], [33, 1], [3, 2], [4, 2], [9, 2], [7, 3], [16, 10], [19, 16]]";"20"
"36";"28";"[[1, 1], [4, 1], [6, 1], [6, 1], [10, 1], [13, 1], [29, 1], [29, 1], [4, 2], [15, 2], [17, 2], [17, 2], [29, 2], [4, 4], [6, 5], [10, 5], [10, 6], [35, 7], [12, 10], [15, 15]]";"20"
"13";"10";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [5, 1], [5, 1], [5, 1], [6, 1], [6, 1], [7, 1], [9, 1], [10, 1], [2, 2], [2, 2], [7, 2], [7, 6]]";"20"
"13";"15";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [5, 1], [6, 1], [2, 2], [2, 2], [4, 3], [5, 3], [6, 3], [9, 3], [14, 6]]";"20"
"19";"16";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [3, 2], [4, 2], [3, 3], [16, 3], [16, 13]]";"20"
"17";"33";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [15, 1], [16, 1], [20, 1], [16, 2], [16, 3], [16, 5], [16, 8], [16, 13]]";"20"
"23";"25";"[[1, 1], [1, 1], [2, 1], [5, 1], [6, 1], [10, 1], [10, 1], [16, 1], [16, 1], [16, 1], [19, 1], [24, 1], [3, 2], [3, 2], [4, 2], [4, 2], [13, 2], [16, 3], [21, 6], [17, 13]]";"20"
"19";"17";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [8, 1], [13, 1], [16, 1], [16, 1], [4, 2], [7, 2], [5, 3], [16, 4], [16, 9]]";"20"
"22";"23";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [4, 1], [6, 1], [6, 1], [6, 1], [7, 1], [14, 1], [8, 2], [8, 2], [5, 3], [8, 3], [5, 4], [6, 5], [20, 8], [22, 8]]";"20"
"22";"31";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [8, 1], [6, 2], [8, 4], [8, 5], [9, 6], [10, 6], [26, 8], [30, 8]]";"20"
"17";"30";"[[1, 1], [2, 1], [3, 1], [5, 1], [6, 1], [7, 1], [10, 1], [11, 1], [16, 1], [18, 1], [5, 2], [6, 2], [6, 2], [6, 3], [10, 4], [8, 5], [16, 5], [10, 6], [16, 6], [9, 7]]";"20"
"27";"24";"[[1, 1], [1, 1], [1, 1], [2, 1], [5, 1], [5, 1], [5, 1], [7, 1], [7, 1], [7, 1], [9, 1], [10, 1], [11, 1], [16, 1], [6, 2], [10, 2], [9, 6], [22, 6], [20, 10], [13, 11]]";"20"
"33";"17";"[[4, 1], [6, 1], [8, 1], [8, 1], [9, 1], [9, 1], [16, 1], [17, 1], [8, 2], [16, 2], [17, 2], [8, 3], [5, 4], [5, 4], [7, 4], [9, 5], [6, 6], [16, 6], [8, 7], [11, 7]]";"20"
"18";"11";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [7, 1], [8, 1], [9, 1], [10, 1], [16, 1], [2, 2], [3, 2], [8, 2], [9, 2], [8, 3], [4, 4], [12, 4]]";"20"
"18";"18";"[[1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [10, 1], [16, 1], [16, 1], [6, 2], [14, 2], [5, 3], [16, 3], [6, 4], [14, 5], [8, 6]]";"20"
"27";"24";"[[1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [3, 1], [3, 1], [7, 1], [11, 1], [11, 1], [3, 2], [3, 3], [6, 4], [16, 4], [11, 5], [12, 6], [13, 11], [16, 14]]";"20"
"24";"19";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [5, 1], [5, 1], [6, 1], [16, 1], [2, 2], [2, 2], [3, 2], [3, 2], [5, 2], [6, 4], [6, 5], [8, 5], [18, 16]]";"20"
"27";"22";"[[1, 1], [2, 1], [5, 1], [6, 1], [6, 1], [6, 1], [9, 1], [11, 1], [11, 1], [11, 1], [11, 1], [13, 1], [22, 1], [11, 2], [11, 3], [4, 4], [9, 4], [13, 5], [22, 6], [22, 8]]";"20"
"40";"15";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [6, 1], [7, 1], [9, 1], [9, 1], [5, 2], [20, 3], [12, 6], [33, 12]]";"20"
"29";"14";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [7, 1], [9, 1], [11, 1], [13, 1], [16, 1], [16, 1], [16, 1], [16, 1], [13, 4], [16, 4], [16, 5], [13, 7]]";"20"
"10";"28";"[[1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [4, 1], [5, 1], [6, 1], [22, 1], [28, 1], [3, 2], [4, 2], [9, 2], [10, 2], [5, 3], [5, 3], [4, 4], [5, 4], [6, 4], [16, 4]]";"20"
"37";"40";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [6, 1], [6, 1], [9, 1], [10, 1], [14, 1], [5, 2], [5, 2], [19, 2], [8, 5], [14, 5], [24, 6], [11, 10], [24, 10], [30, 12], [24, 17]]";"20"
"34";"36";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [5, 1], [5, 1], [5, 1], [8, 1], [25, 2], [4, 3], [29, 3], [33, 7], [20, 10], [26, 11], [20, 16]]";"20"
"17";"14";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [6, 1], [6, 1], [6, 1], [8, 1], [5, 2], [15, 2], [6, 3], [8, 3], [5, 4], [8, 4], [15, 4]]";"20"
"28";"25";"[[1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [5, 1], [5, 1], [7, 1], [9, 1], [12, 1], [2, 2], [4, 2], [6, 2], [5, 3], [15, 3], [18, 4], [7, 6], [16, 7], [14, 9], [18, 12]]";"20"
"10";"40";"[[1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [6, 1], [8, 1], [10, 1], [10, 1], [12, 1], [18, 1], [18, 1], [22, 1], [22, 1], [3, 2], [10, 2], [9, 3], [16, 3], [16, 4], [24, 4]]";"20"
"36";"23";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [6, 1], [6, 1], [16, 1], [19, 1], [24, 1], [24, 2], [24, 2], [35, 4], [9, 5], [24, 5], [19, 9], [19, 9]]";"20"
"21";"29";"[[1, 1], [1, 1], [1, 1], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [7, 1], [8, 1], [8, 1], [9, 1], [10, 1], [14, 1], [4, 2], [16, 2], [5, 4], [17, 5], [24, 7], [24, 9]]";"20"
"30";"11";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [11, 1], [11, 1], [14, 1], [14, 1], [14, 1], [9, 2], [14, 2], [14, 2], [4, 4], [10, 4], [16, 7]]";"20"
"28";"10";"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [6, 1], [7, 1], [10, 1], [12, 1], [16, 1], [6, 2], [7, 2], [6, 3], [12, 3], [12, 6], [7, 7]]";"20"
"20";"30";"[[1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [5, 1], [5, 1], [6, 1], [6, 1], [16, 1], [2, 2], [3, 2], [4, 2], [6, 2], [16, 3], [30, 4], [5, 5], [7, 6], [15, 8], [21, 8]]";"20"
"35";"32";"[[1, 1], [1, 1], [1, 1], [2, 1], [6, 1], [8, 1], [10, 1], [10, 1], [13, 1], [17, 1], [17, 1], [17, 1], [24, 1], [7, 3], [9, 5], [10, 6], [24, 6], [24, 7], [20, 9], [25, 15]]";"20"
"21";"39";"[[1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [6, 1], [10, 1], [11, 1], [11, 1], [16, 1], [16, 1], [16, 1], [39, 1], [16, 2], [16, 2], [10, 3], [23, 4], [11, 10], [24, 16]]";"20"
"22";"33";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [5, 1], [6, 1], [2, 2], [5, 2], [4, 3], [6, 3], [27, 3], [5, 4], [19, 6], [33, 13]]";"20"
"26";"35";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [5, 1], [7, 1], [8, 1], [10, 1], [16, 1], [34, 1], [5, 2], [34, 2], [13, 4], [10, 5], [10, 6], [10, 8], [11, 10], [30, 13]]";"20"
"30";"26";"[[1, 1], [5, 1], [5, 1], [6, 1], [9, 1], [10, 1], [14, 1], [19, 1], [26, 1], [26, 1], [26, 1], [26, 1], [4, 2], [9, 2], [10, 2], [14, 2], [12, 3], [14, 3], [26, 8], [19, 13]]";"20"
"10";"31";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [5, 1], [5, 1], [5, 1], [5, 1], [5, 1], [5, 1], [6, 1], [9, 1], [25, 1], [31, 1], [8, 2], [14, 2], [24, 2], [5, 3], [24, 4]]";"20"
"27";"24";"[[2, 1], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 1], [11, 1], [16, 1], [5, 2], [7, 2], [7, 2], [4, 3], [16, 3], [10, 5], [6, 6], [10, 6], [9, 7], [11, 10], [16, 11]]";"20"
"33";"29";"[[1, 1], [1, 1], [4, 1], [4, 1], [5, 1], [5, 1], [9, 1], [9, 1], [16, 1], [16, 1], [9, 2], [16, 2], [5, 4], [6, 4], [9, 4], [5, 5], [5, 5], [17, 6], [16, 7], [29, 17]]";"20"
"40";"24";"[[9, 1], [9, 1], [15, 1], [15, 1], [24, 1], [24, 1], [4, 2], [10, 2], [13, 2], [15, 2], [6, 3], [18, 3], [4, 4], [11, 4], [11, 4], [6, 5], [14, 6], [20, 6], [16, 10], [21, 10]]";"20"
"19";"19";"[[1, 1], [1, 1], [1, 1], [5, 1], [13, 1], [13, 1], [13, 1], [16, 1], [2, 2], [3, 2], [5, 2], [6, 2], [10, 2], [14, 2], [3, 3], [4, 3], [4, 4], [9, 4], [14, 5], [15, 5]]";"20"
"19";"25";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [9, 1], [9, 1], [16, 1], [20, 1], [21, 1], [22, 1], [16, 2], [21, 2], [7, 5], [9, 5], [15, 5], [15, 9]]";"20"
"33";"25";"[[3, 1], [3, 1], [4, 1], [5, 1], [14, 1], [17, 1], [17, 1], [17, 1], [17, 1], [3, 2], [4, 2], [5, 3], [17, 3], [12, 4], [25, 4], [7, 6], [17, 6], [8, 7], [12, 9], [16, 12]]";"20"
"35";"12";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [3, 1], [6, 1], [8, 1], [8, 1], [9, 1], [10, 1], [34, 1], [18, 2], [4, 3], [30, 3], [10, 5], [24, 6]]";"20"
"16";"17";"[[1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [6, 1], [9, 1], [11, 1], [2, 2], [3, 2], [5, 2], [6, 2], [7, 2], [9, 2], [5, 4], [5, 4], [6, 4], [6, 4], [10, 4], [7, 6]]";"20"
"24";"21";"[[1, 1], [1, 1], [1, 1], [3, 1], [4, 1], [5, 1], [5, 1], [12, 1], [15, 1], [16, 1], [2, 2], [7, 2], [15, 2], [9, 3], [16, 3], [20, 3], [5, 4], [16, 4], [6, 5], [16, 9]]";"20"
"37";"15";"[[1, 1], [2, 1], [4, 1], [4, 1], [8, 1], [8, 1], [8, 1], [8, 1], [24, 1], [6, 2], [7, 2], [8, 2], [8, 2], [8, 2], [7, 4], [8, 5], [8, 5], [9, 6], [10, 6], [24, 8]]";"20"
"33";"17";"[[2, 1], [3, 1], [4, 1], [6, 1], [6, 1], [6, 1], [7, 1], [9, 1], [9, 1], [9, 1], [12, 1], [16, 1], [16, 1], [16, 1], [5, 2], [5, 3], [9, 4], [11, 5], [12, 11], [16, 12]]";"20"
"26";"17";"[[2, 1], [3, 1], [4, 1], [6, 1], [7, 1], [10, 1], [10, 1], [10, 1], [16, 1], [4, 2], [6, 2], [9, 2], [10, 2], [4, 3], [4, 4], [9, 4], [12, 4], [6, 5], [6, 5], [16, 9]]";"20"
"11";"32";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [4, 1], [5, 1], [5, 1], [5, 1], [6, 1], [6, 1], [9, 1], [15, 1], [4, 2], [5, 2], [4, 3], [32, 4], [22, 6]]";"20"
"11";"37";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [4, 1], [6, 1], [10, 1], [22, 1], [26, 1], [9, 2], [9, 4], [31, 4], [6, 5], [22, 5]]";"20"
"19";"20";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [6, 1], [13, 1], [15, 1], [17, 1], [2, 2], [2, 2], [3, 2], [10, 2], [19, 14]]";"20"
"24";"11";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [5, 1], [5, 1], [7, 1], [7, 1], [8, 1], [8, 1], [16, 1], [16, 1], [16, 1], [5, 2], [3, 3], [7, 3], [16, 4], [16, 4]]";"20"
"18";"15";"[[2, 1], [2, 1], [2, 1], [3, 1], [5, 1], [7, 1], [7, 1], [9, 1], [11, 1], [11, 1], [16, 1], [2, 2], [3, 2], [5, 2], [5, 2], [7, 2], [9, 2], [11, 2], [9, 3], [14, 6]]";"20"
"10";"25";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [11, 1], [14, 1], [15, 1], [21, 1], [4, 2], [6, 2], [6, 2], [10, 2], [13, 2], [19, 2], [4, 3], [15, 3]]";"20"
"25";"31";"[[1, 1], [1, 1], [1, 1], [2, 1], [7, 1], [9, 1], [13, 1], [16, 1], [3, 2], [13, 2], [15, 2], [16, 2], [5, 4], [11, 4], [7, 6], [9, 7], [11, 8], [11, 8], [14, 9], [16, 10]]";"20"
"27";"18";"[[1, 1], [2, 1], [3, 1], [6, 1], [6, 1], [7, 1], [7, 1], [9, 1], [10, 1], [11, 1], [11, 1], [11, 1], [16, 1], [5, 2], [11, 2], [6, 3], [5, 4], [11, 4], [16, 4], [16, 13]]";"20"
"30";"25";"[[1, 1], [2, 1], [2, 1], [3, 1], [5, 1], [6, 1], [8, 1], [9, 1], [13, 1], [16, 1], [2, 2], [6, 2], [7, 2], [6, 3], [12, 4], [13, 6], [17, 7], [9, 8], [10, 8], [16, 15]]";"20"
"37";"28";"[[1, 1], [1, 1], [1, 1], [3, 1], [4, 1], [5, 1], [6, 1], [9, 1], [10, 1], [21, 1], [6, 3], [8, 3], [6, 4], [8, 4], [30, 4], [10, 5], [9, 9], [11, 10], [18, 10], [24, 14]]";"20"
"34";"32";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [6, 1], [6, 1], [6, 1], [14, 1], [31, 1], [31, 1], [25, 3], [31, 5], [25, 10], [25, 20]]";"20"
